x,ePR,eP,gP,aP,eBR,eB,gB,mB,eqmC,eqmP,eqmB,eqmA
1.45,0.875,0.63,0.4075,0.7,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.2004,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.2505,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.3005,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.3503,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.4004,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.4504,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.5005,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.5503,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.6006,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.6504,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.7,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.4075,0.2004,0.6,0.55,8.414,0.14,0.05045,1.12,41.62,42.78
1.0,0.875,0.63,0.4075,0.2505,0.6,0.55,8.414,0.14,0.05045,0.897,32.56,33.53
1.0,0.875,0.63,0.4075,0.3005,0.6,0.55,8.414,0.14,0.05045,0.7476,26.53,27.33
1.0,0.875,0.63,0.4075,0.3503,0.6,0.55,8.414,0.14,0.05045,0.6406,22.22,22.9
1.0,0.875,0.63,0.4075,0.4004,0.6,0.55,8.414,0.14,0.05045,0.561,18.98,19.6
1.0,0.875,0.63,0.4075,0.4504,0.6,0.55,8.414,0.14,0.05045,0.4985,16.47,17.02
1.0,0.875,0.63,0.4075,0.5005,0.6,0.55,8.414,0.14,0.05045,0.4487,14.45,14.945
1.0,0.875,0.63,0.4075,0.5503,0.6,0.55,8.414,0.14,0.05045,0.408,12.8,13.26
1.0,0.875,0.63,0.4075,0.6006,0.6,0.55,8.414,0.14,0.05045,0.374,11.43,11.85
1.0,0.875,0.63,0.4075,0.6504,0.6,0.55,8.414,0.14,0.05045,0.3452,10.266,10.66
1.0,0.875,0.63,0.4075,0.7,0.6,0.55,8.414,0.14,0.05045,0.3206,9.266,9.64
1.05,0.875,0.63,0.4075,0.2004,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.2505,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.3005,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.3503,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.4004,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.4504,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.5005,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.5503,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.6006,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.6504,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.7,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.2004,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.2505,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.3005,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.3503,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.4004,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.4504,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.5005,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.5503,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.6006,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.6504,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.7,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.2004,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.2505,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.3005,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.3503,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.4004,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.4504,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.5005,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.5503,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.6006,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.6504,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.7,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.2004,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.2505,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.3005,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.3503,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.4004,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.4504,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.5005,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.5503,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.6006,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.6504,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.7,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.2004,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.2505,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.3005,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.3503,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.4004,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.4504,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.5005,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.5503,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.6006,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.6504,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.7,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.3,0.875,0.63,0.4075,0.2004,0.6,0.55,8.414,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.2505,0.6,0.55,8.414,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.3005,0.6,0.55,8.414,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.3503,0.6,0.55,8.414,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.4004,0.6,0.55,8.414,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.4504,0.6,0.55,8.414,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.5005,0.6,0.55,8.414,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.5503,0.6,0.55,8.414,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.6006,0.6,0.55,8.414,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.6504,0.6,0.55,8.414,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.7,0.6,0.55,8.414,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.35,0.875,0.63,0.4075,0.2004,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.2505,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.3005,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.3503,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.4004,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.4504,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.5005,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.5503,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.6006,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.6504,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.7,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.2004,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.2505,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.3005,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.3503,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.4004,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.4504,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.5005,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.5503,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.6006,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.6504,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.7,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.2004,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.2505,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.3005,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.3503,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.4004,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.4504,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.5005,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.5503,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.6006,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.6504,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.7,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.2004,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.2505,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.3005,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.3503,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.4004,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.4504,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.5005,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.5503,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.6006,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.6504,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.7,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.4075,0.2004,0.6,0.55,4.73,0.14,0.0897,1.12,21.78,22.98
1.0,0.875,0.63,0.4075,0.2505,0.6,0.55,4.73,0.14,0.0897,0.897,16.69,17.67
1.0,0.875,0.63,0.4075,0.3005,0.6,0.55,4.73,0.14,0.0897,0.7476,13.3,14.13
1.0,0.875,0.63,0.4075,0.3503,0.6,0.55,4.73,0.14,0.0897,0.6406,10.875,11.6
1.0,0.875,0.63,0.4075,0.4004,0.6,0.55,4.73,0.14,0.0897,0.561,9.055,9.7
1.0,0.875,0.63,0.4075,0.4504,0.6,0.55,4.73,0.14,0.0897,0.4985,7.637,8.23
1.0,0.875,0.63,0.4075,0.5005,0.6,0.55,4.73,0.14,0.0897,0.4487,6.504,7.043
1.0,0.875,0.63,0.4075,0.5503,0.6,0.55,4.73,0.14,0.0897,0.408,5.58,6.074
1.0,0.875,0.63,0.4075,0.6006,0.6,0.55,4.73,0.14,0.0897,0.374,4.805,5.27
1.0,0.875,0.63,0.4075,0.6504,0.6,0.55,4.73,0.14,0.0897,0.3452,4.15,4.586
1.0,0.875,0.63,0.4075,0.7,0.6,0.55,4.73,0.14,0.1768,0.3206,-0.0,0.4973
1.05,0.875,0.63,0.4075,0.2004,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.2505,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.3005,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.3503,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.4004,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.4504,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.5005,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.5503,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.6006,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.6504,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.7,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.2004,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.2505,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.3005,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.3503,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.4004,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.4504,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.5005,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.5503,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.6006,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.6504,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.7,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.2004,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.2505,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.3005,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.3503,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.4004,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.4504,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.5005,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.5503,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.6006,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.6504,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.7,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.2004,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.2505,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.3005,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.3503,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.4004,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.4504,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.5005,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.5503,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.6006,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.6504,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.7,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.2004,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.2505,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.3005,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.3503,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.4004,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.4504,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.5005,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.5503,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.6006,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.6504,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.7,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.3,0.875,0.63,0.4075,0.2004,0.6,0.55,4.73,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.2505,0.6,0.55,4.73,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.3005,0.6,0.55,4.73,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.3503,0.6,0.55,4.73,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.4004,0.6,0.55,4.73,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.4504,0.6,0.55,4.73,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.5005,0.6,0.55,4.73,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.5503,0.6,0.55,4.73,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.6006,0.6,0.55,4.73,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.6504,0.6,0.55,4.73,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.7,0.6,0.55,4.73,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.35,0.875,0.63,0.4075,0.2004,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.2505,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.3005,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.3503,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.4004,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.4504,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.5005,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.5503,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.6006,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.6504,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.7,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.2004,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.2505,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.3005,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.3503,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.4004,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.4504,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.5005,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.5503,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.6006,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.6504,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.7,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.2004,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.2505,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.3005,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.3503,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.4004,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.4504,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.5005,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
